WBS_1,WBS_2,WBS_3,WBS_4,DESCRIPTION,UNIT,SUB,L1,1M,L2,L3,MC1,MC2,MC3,MC4,MC5,MC6,L4,L4M,External,QTY,MAT,LAB,TOTAL,AMOUNT
ARCHITECTURE,FINISHES,CEILING FINISHES,Additional Items,C14:Suspended ceiling by fitting-out contractor (no base finish is required).,M2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
ARCHITECTURE,FINISHES,CEILING FINISHES,Additional Items,C15:Suspended powder coated metal tiles to detail Fame Line T-grid system to detail.,M2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
ARCHITECTURE,FINISHES,CEILING FINISHES,Additional Items,C16:5 mm.thk.skim coated gypsum compound with paint finish to spec.,M2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
ARCHITECTURE,FINISHES,CEILING FINISHES,Additional Items,C17:Suspended 15 mm.thk.moisture resistant gypsum board ceiling tiles on 600x1200 mm.Powder coated T-bar grid.,M2,0,0,0,17,0,0,0,0,0,0,0,0,0,,17,560,130,690,11730
ARCHITECTURE,FINISHES,CEILING FINISHES,Additional Items,"C18:Suspended metal ceiling system,Fame Line linear grid acoustic performance panel,(Fame line LG2000-LP200-S-W300-A-PFA-ACOUS).",M2,0,76,0,0,0,0,0,0,0,0,0,0,0,,76,2760,1105,3865,293740
ARCHITECTURE,FINISHES,CEILING FINISHES,Additional Items,C19:By fitting - out,M2,0,,,,,,,,,,,,,,0,0,0,0,0
ARCHITECTURE,FINISHES,CEILING FINISHES,Additional Items,"C20:12 mm.thk. Suspended moisture resistant gypsum board ceiling with tapered edges,tape and filled with paint finish to spec.",M2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
ARCHITECTURE,FINISHES,STAIR FINISHES,Landing Finishes,F4: Steel trowel including sand cement screed.,M2,0,19,45,7,7,7,7,7,7,7,7,10,10,,140,130,85,215,30100
ARCHITECTURE,FINISHES,STAIR FINISHES,Landing Finishes,F5: 300x300x2.5mm thick vinyl tile.,M2,0,45,38,13,15,15,15,15,15,15,15,18,18,,237,540,190,730,173010
ARCHITECTURE,FINISHES,STAIR FINISHES,Tread and Riser Finishes,F4: 250mm~300mm wide steel trowel tread including sand cement backing and metal nosing. (ลูกนอนขัดมันรวมทำจมูก),M,0,66,49,30,30,30,30,30,30,30,30,39,39,,433,100,110,210,90930
ARCHITECTURE,FINISHES,STAIR FINISHES,Tread and Riser Finishes,F4: 150mm~175mm high steel trowel riser including sand cement backing. (ลูกตั้งขัดมัน),M,0,74,58,34,34,34,34,34,34,34,34,44,44,,492,60,65,125,61500
ARCHITECTURE,FINISHES,STAIR FINISHES,Tread and Riser Finishes,F5: 250mm~300mm wide vinyl tile tread including sand cement backing and metal nosing. (ลูกนอนกระเบื้องยาง รวมทำจมูก),M,0,71,26,26,26,26,26,26,26,26,26,24,24,,353,190,180,370,130610
ARCHITECTURE,FINISHES,STAIR FINISHES,Tread and Riser Finishes,F5: 150mm~175mm high vinyl tile riser including sand cement backing. (ลูกตั้งปูกระเบื้องยาง),M,0,81,29,29,29,29,29,29,29,29,29,30,30,,402,95,110,205,82410
ARCHITECTURE,FINISHES,STAIR FINISHES,Soffit Finishes,Making good to soffit of slab (แต่งผิวท้องพื้น),M2,0,73,132,33,33,33,33,33,33,33,33,51,51,,571,25,75,100,57100
ARCHITECTURE,FINISHES,STAIR FINISHES,Soffit Finishes,Making good to side of slab (แต่งผิวขอบบันได),M2,0,10,3,3,3,3,3,3,3,3,3,3,3,,43,120,175,295,12685
ARCHITECTURE,FINISHES,STAIR FINISHES,Soffit Finishes,Acrylic paint to internal ceiling.,M2,0,0,122,0,0,0,0,0,0,0,70,0,,,192,85,55,140,26880
ARCHITECTURE,FINISHES,STAIR FINISHES,Additional Items,"F17: 1mm thick epoxy coating including sand cement screed. (ลูกนอนบันได 6, บันได 8)",M,0,0,0,0,0,0,0,0,0,0,29,8,0,,37,340,230,570,21090
ARCHITECTURE,FINISHES,STAIR FINISHES,Additional Items,"F17: 1mm thick epoxy coating including sand cement screed. (ลูกตั้งบันได 6, บันได 8)",M,0,0,0,0,0,0,0,0,0,0,30,9,0,,39,205,85,290,11310
ARCHITECTURE,FINISHES,STAIR FINISHES,Additional Items,F18: 1mm thick epoxy coating including sand cement screed. (waterprrofing is measured elsewhere) (ลูกนอนบันได 5),M,0,19,0,0,0,0,0,0,0,0,0,0,0,,19,340,230,570,10830
ARCHITECTURE,FINISHES,STAIR FINISHES,Additional Items,F18: 1mm thick epoxy coating including sand cement screed. (waterprrofing is measured elsewhere) (ลูกตั้งบันได 5),M,0,20,0,0,0,0,0,0,0,0,0,0,0,,20,205,85,290,5800
ARCHITECTURE,FINISHES,STAIR FINISHES,Additional Items,F19:300x300x3mm thick vinyl tile including sand cement screed. (ลูกนอนบันได 7),M,0,0,0,0,0,0,0,0,0,0,0,16,0,,16,165,140,305,4880
ARCHITECTURE,FINISHES,STAIR FINISHES,Additional Items,F19:300x300x3mm thick vinyl tile including sand cement screed. (ลูกตั้งบันได 7),M,0,0,0,0,0,0,0,0,0,0,0,18,0,,18,95,85,180,3240
ARCHITECTURE,FINISHES,STAIR FINISHES,Additional Items,"F21: 750x900x20mm thick granite tile, polished finish, including sand cement screed. (ลูกนอนบันได 3)",M,0,0,0,8,0,0,0,0,0,0,0,0,0,,8,1390,1380,2770,22160
ARCHITECTURE,FINISHES,STAIR FINISHES,Additional Items,"F21: 750x900x20mm thick granite tile, polished finish, including sand cement screed. (ลูกตั้งบันได 3)",M,0,0,0,9,0,0,0,0,0,0,0,0,0,,9,810,720,1530,13770
ARCHITECTURE,FINISHES,STAIR FINISHES,Additional Items,"Fixed ladder ( LD2-301,LD2-307-313 )",NO.,0,12,0,0,0,0,0,0,0,0,0,0,,,12,4665,1440,6105,73260
ARCHITECTURE,FINISHES,STAIR FINISHES,Additional Items,75x150x10  Nosing metal Strip,M,0,12,0,0,0,0,0,0,0,0,0,0,,,842,140,45,185,155770
ARCHITECTURE,FINISHES,Additional Items,BOH PANTRY,KITCHENETTE CT9150  AD#WH L=1.50 M.,SET,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,,0,
ARCHITECTURE,FINISHES,Additional Items,BOH PANTRY,"FAUCET , COTTO CT151A",SET,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,,0,
ARCHITECTURE,FINISHES,Additional Items,BOH PANTRY,"Sink , COTTO CT823SD + Z403 + CT179 BY M.C.",SET,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,,0,
ARCHITECTURE,FINISHES,Additional Items,BOH PANTRY,Cubboard & Counter ( Top granite ),M,0,5,0,0,0,0,0,0,0,0,0,0,0,,5,0,,0,
ARCHITECTURE,FINISHES,Additional Items,BOH PANTRY,Cubboard ( Above ),M,0,5,0,0,0,0,0,0,0,0,0,0,0,,5,0,,0,
EXTERNAL,SUBSTRUCTURE,EARTHWORKS,Excavation & Back fill,Excavation.,M3,,,,,,,,,,,,,,2039,2039,0,110,110,224290
EXTERNAL,SUBSTRUCTURE,EARTHWORKS,Excavation & Back fill,Back fill by compacted existing soil.,M3,,,,,,,,,,,,,,0,0,0,110,110,0
EXTERNAL,SUBSTRUCTURE,EARTHWORKS,Excavation & Back fill,Back fill by compacted sand.,M3,,,,,,,,,,,,,,748,748,470,110,580,433840
EXTERNAL,SUBSTRUCTURE,EARTHWORKS,Soil slope stabilization,Allowance for temporary sheet pile for retention tank.,Item,,,,,,,,,,,,,,1,1,1970010,0,1970010,1970010
EXTERNAL,SUBSTRUCTURE,EARTHWORKS,Soil slope stabilization,Allowance for temporary sheet pile for WTT,Item,,,,,,,,,,,,,,1,1,1402380,0,1402380,1402380
EXTERNAL,SUBSTRUCTURE,FOUNDATION,Piling,0.18m x 0.18m - 6.00m long square driven pile (SL 5t/pile),No.,,,,,,,,,,,,,,182,182,850,245,1095,199290
EXTERNAL,SUBSTRUCTURE,FOUNDATION,Piling,0.35m dia. x 21.00m long Bored pile (SL 30 t/pile),No.,,,,,,,,,,,,,,196,196,11800,0,11800,2312800
EXTERNAL,SUBSTRUCTURE,FOUNDATION,Piling,0.18m x 0.18m pile cut-off.,No.,,,,,,,,,,,,,,182,182,60,120,180,32760
EXTERNAL,SUBSTRUCTURE,FOUNDATION,Piling,0.35m dia pile cut-off.,No.,,,,,,,,,,,,,,196,196,235,580,815,159740
EXTERNAL,SUBSTRUCTURE,FOUNDATION,Piling,"Pile head disposal, off-site.",No.,,,,,,,,,,,,,,378,378,0,665,665,251370
EXTERNAL,SUBSTRUCTURE,FOUNDATION,Foundation [FF2],Excavation to footing,M3,,,,,,,,,,,,,,140,140,0,110,110,15400
EXTERNAL,SUBSTRUCTURE,FOUNDATION,Foundation [FF2],Remove Excavation material from Site,M3,,,,,,,,,,,,,,20,20,0,70,70,1400
EXTERNAL,SUBSTRUCTURE,FOUNDATION,Foundation [FF2],Back fill by existing soil.,M3,,,,,,,,,,,,,,120,120,0,110,110,13200
EXTERNAL,SUBSTRUCTURE,FOUNDATION,Foundation [FF2],Existing grade compaction,M2,,,,,,,,,,,,,,0,0,0,35,35,0
EXTERNAL,SUBSTRUCTURE,FOUNDATION,Foundation [FF2],"Compacted sand, 50mm thick",M2,,,,,,,,,,,,,,3,3,95,15,110,330
EXTERNAL,SUBSTRUCTURE,FOUNDATION,Foundation [FF2],"Lean concrete, 50mm thick",M2,,,,,,,,,,,,,,3,3,165,70,235,705
EXTERNAL,SUBSTRUCTURE,FOUNDATION,Foundation [FF2],Concrete 240ksc. cylinder test,M3,,,,,,,,,,,,,,15,15,1820,205,2025,30375
EXTERNAL,SUBSTRUCTURE,FOUNDATION,Foundation [FF2],Formworks,M2,,,,,,,,,,,,,,102,102,160,160,320,32640
EXTERNAL,SUBSTRUCTURE,FOUNDATION,Foundation [FF2],"Rebar SR24, 6mm dia.",KG.,,,,,,,,,,,,,,0,0,24,5,29,0
EXTERNAL,SUBSTRUCTURE,FOUNDATION,Foundation [FF2],"Rebar SR24, 9mm dia.",KG.,,,,,,,,,,,,,,622,622,23,5,28,17416
EXTERNAL,SUBSTRUCTURE,FOUNDATION,Foundation [FF2],"Rebar SD40, 10mm dia.",KG.,,,,,,,,,,,,,,0,0,23,5,28,0
EXTERNAL,SUBSTRUCTURE,FOUNDATION,Foundation [FF2],"Rebar SD40, 12mm dia.",KG.,,,,,,,,,,,,,,951,951,22.5,4.5,27,25677
EXTERNAL,SUBSTRUCTURE,FOUNDATION,Foundation [FF2],"Rebar SD40, 16mm dia.",KG.,,,,,,,,,,,,,,1730,1730,22,4.5,26.5,45845
EXTERNAL,SUBSTRUCTURE,FOUNDATION,Foundation [FF2],"Rebar SD50, 20mm dia. (SD 40)",KG.,,,,,,,,,,,,,,0,0,22,4.5,26.5,0
EXTERNAL,SUBSTRUCTURE,FOUNDATION,Foundation [FF2],"Rebar SD50, 25mm dia.(SD 40)",KG.,,,,,,,,,,,,,,0,0,22,4.5,26.5,0
EXTERNAL,SUBSTRUCTURE,FOUNDATION,Foundation [FF2],"Rebar SD50, 28mm dia.(SD 40)",KG.,,,,,,,,,,,,,,0,0,22,4.5,26.5,0
EXTERNAL,SUBSTRUCTURE,FOUNDATION,Foundation [FF2],"Rebar SD50, 32mm dia.",KG.,,,,,,,,,,,,,,0,0,22.5,4.5,27,0
EXTERNAL,SUBSTRUCTURE,BASEMENT WALL (EARTH RETAINING WALL),RC Wall [Wx],Concrete 320ksc. cylinder test ผสมน้ำยากันซึม,M3,,,,,,,,,,,,,,235,235,1985,245,2230,524050
EXTERNAL,SUBSTRUCTURE,BASEMENT WALL (EARTH RETAINING WALL),RC Wall [Wx],Formworks,M2,,,,,,,,,,,,,,1478,1478,210,240,450,665100
EXTERNAL,SUBSTRUCTURE,BASEMENT WALL (EARTH RETAINING WALL),RC Wall [Wx],"Rebar SR24, 6mm dia.",Kg.,,,,,,,,,,,,,,0,0,24,5,29,0
EXTERNAL,SUBSTRUCTURE,BASEMENT WALL (EARTH RETAINING WALL),RC Wall [Wx],"Rebar SR24, 9mm dia.",Kg.,,,,,,,,,,,,,,2732,2732,23,5,28,76496
EXTERNAL,SUBSTRUCTURE,BASEMENT WALL (EARTH RETAINING WALL),RC Wall [Wx],"Rebar SD40, 10mm dia.",Kg.,,,,,,,,,,,,,,0,0,23,5,28,0
EXTERNAL,SUBSTRUCTURE,BASEMENT WALL (EARTH RETAINING WALL),RC Wall [Wx],"Rebar SD40, 12mm dia.",Kg.,,,,,,,,,,,,,,7998,7998,22.5,4.5,27,215946
EXTERNAL,SUBSTRUCTURE,BASEMENT WALL (EARTH RETAINING WALL),RC Wall [Wx],"Rebar SD40, 16mm dia.",Kg.,,,,,,,,,,,,,,30373,30373,22,4.5,26.5,804884.5
EXTERNAL,SUBSTRUCTURE,BASEMENT WALL (EARTH RETAINING WALL),RC Wall [Wx],"Rebar SD50, 20mm dia. (SD 40)",Kg.,,,,,,,,,,,,,,0,0,22,4.5,26.5,0
EXTERNAL,SUBSTRUCTURE,BASEMENT WALL (EARTH RETAINING WALL),RC Wall [Wx],"Rebar SD50, 25mm dia.(SD 40)",Kg.,,,,,,,,,,,,,,0,0,22,4.5,26.5,0
EXTERNAL,SUBSTRUCTURE,BASEMENT WALL (EARTH RETAINING WALL),RC Wall [Wx],"Rebar SD50, 28mm dia.(SD 40)",Kg.,,,,,,,,,,,,,,0,0,22,4.5,26.5,0
EXTERNAL,SUBSTRUCTURE,BASEMENT WALL (EARTH RETAINING WALL),RC Wall [Wx],"Rebar SD50, 32mm dia.",Kg.,,,,,,,,,,,,,,0,0,22.5,4.5,27,0
EXTERNAL,SUBSTRUCTURE,BASEMENT WALL (EARTH RETAINING WALL),Moisture Protection,Waterproof membrane to external wall.,M2,,,,,,,,,,,,,,712,712,255,60,315,224280
EXTERNAL,SUBSTRUCTURE,BASEMENT WALL (EARTH RETAINING WALL),Moisture Protection,Chemical coating to internal wall.,M2,,,,,,,,,,,,,,611,611,255,60,315,192465
EXTERNAL,SUBSTRUCTURE,BASEMENT WALL (EARTH RETAINING WALL),Moisture Protection,"Water stop RX101-3/4"" x 1"" or Equivalent",M,,,,,,,,,,,,,,186,186,235,135,370,68820
EXTERNAL,SUBSTRUCTURE,BASEMENT WALL (EARTH RETAINING WALL),Additional Items,Protection For Waterproof membrane to external wall.,M2,,,,,,,,,,,,,,712,712,140,175,315,224280
EXTERNAL,SUBSTRUCTURE,LOWEST SLAB CONSTRUCTION,RC Slab including pile cap,Compacted soil,M3,,,,,,,,,,,,,,1210,1210,0,35,35,42350
EXTERNAL,SUBSTRUCTURE,LOWEST SLAB CONSTRUCTION,RC Slab including pile cap,Compacted sand,M2,,,,,,,,,,,,,,1254,1254,585,110,695,871530
EXTERNAL,SUBSTRUCTURE,LOWEST SLAB CONSTRUCTION,RC Slab including pile cap,"Lean concrete, 30mm thick",M2,,,,,,,,,,,,,,1232,1232,1635,665,2300,2833600
EXTERNAL,SUBSTRUCTURE,LOWEST SLAB CONSTRUCTION,RC Slab including pile cap,Concrete 210ksc. cylinder test,M3,,,,,,,,,,,,,,0,0,1820,245,2065,0
EXTERNAL,SUBSTRUCTURE,LOWEST SLAB CONSTRUCTION,RC Slab including pile cap,Concrete 320ksc. cylinder test,M3,,,,,,,,,,,,,,396,396,1985,245,2230,883080
EXTERNAL,SUBSTRUCTURE,LOWEST SLAB CONSTRUCTION,RC Slab including pile cap,Formworks,M2,,,,,,,,,,,,,,189,189,210,240,450,85050
EXTERNAL,SUBSTRUCTURE,LOWEST SLAB CONSTRUCTION,RC Slab including pile cap,"Rebar SR24, 6mm dia.",Kg.,,,,,,,,,,,,,,0,0,24,5,29,0
EXTERNAL,SUBSTRUCTURE,LOWEST SLAB CONSTRUCTION,RC Slab including pile cap,"Rebar SR24, 9mm dia.",Kg.,,,,,,,,,,,,,,710,710,23,5,28,19880
EXTERNAL,SUBSTRUCTURE,LOWEST SLAB CONSTRUCTION,RC Slab including pile cap,"Rebar SD40, 10mm dia.",Kg.,,,,,,,,,,,,,,0,0,23,5,28,0
EXTERNAL,SUBSTRUCTURE,LOWEST SLAB CONSTRUCTION,RC Slab including pile cap,"Rebar SD40, 12mm dia.",Kg.,,,,,,,,,,,,,,43166,43166,22.5,4.5,27,1165482
EXTERNAL,SUBSTRUCTURE,LOWEST SLAB CONSTRUCTION,RC Slab including pile cap,"Rebar SD40, 16mm dia.",Kg.,,,,,,,,,,,,,,3230,3230,22,4.5,26.5,85595
EXTERNAL,SUBSTRUCTURE,LOWEST SLAB CONSTRUCTION,RC Slab including pile cap,"Rebar SD50, 20mm dia. (SD 40)",Kg.,,,,,,,,,,,,,,0,0,22,4.5,26.5,0
EXTERNAL,SUBSTRUCTURE,LOWEST SLAB CONSTRUCTION,RC Slab including pile cap,"Rebar SD50, 25mm dia.(SD 40)",Kg.,,,,,,,,,,,,,,0,0,22,4.5,26.5,0
EXTERNAL,SUBSTRUCTURE,LOWEST SLAB CONSTRUCTION,RC Slab including pile cap,"Rebar SD50, 28mm dia.(SD 40)",Kg.,,,,,,,,,,,,,,0,0,22,4.5,26.5,0
EXTERNAL,SUBSTRUCTURE,LOWEST SLAB CONSTRUCTION,RC Slab including pile cap,"Rebar SD50, 32mm dia.",Kg.,,,,,,,,,,,,,,0,0,22.5,4.5,27,0
EXTERNAL,SUBSTRUCTURE,LOWEST SLAB CONSTRUCTION,Moisture Protection,"Damp-proof sheet, 0.2mm thick HDPE",m2,,,,,,,,,,,,,,0,0,0,0,0,0
EXTERNAL,SUBSTRUCTURE,LOWEST SLAB CONSTRUCTION,Additional Items,Waterproof (Internal Retention pond) Radcon #7,m2,,,,,,,,,,,,,,429,429,210,45,255,109395
EXTERNAL,SUBSTRUCTURE,LOWEST SLAB CONSTRUCTION,Additional Items,Waterproof membrane to external Floor,m2,,,,,,,,,,,,,,266,266,255,60,315,83790
EXTERNAL,SUBSTRUCTURE,LOWEST SLAB CONSTRUCTION,Additional Items,Road - Isolation Joint,m,,,,,,,,,,,,,,203,203,60,60,120,24360
EXTERNAL,SUBSTRUCTURE,LOWEST SLAB CONSTRUCTION,Additional Items,Road - Longitudinal Joint,m,,,,,,,,,,,,,,202,202,255,60,315,63630
EXTERNAL,SUBSTRUCTURE,LOWEST SLAB CONSTRUCTION,Additional Items,Road - Expansion Joint,m,,,,,,,,,,,,,,62,62,295,60,355,22010
EXTERNAL,SUBSTRUCTURE,LOWEST SLAB CONSTRUCTION,Additional Items,Road - Constuction Joint,m,,,,,,,,,,,,,,202,202,255,60,315,63630
EXTERNAL,SUPERSTRUCTURE,BEAM,RC Beam,Concrete 210ksc. cylinder test,M3,,,,,,,,,,,,,,0,0,0,0,0,0
EXTERNAL,SUPERSTRUCTURE,BEAM,RC Beam,Concrete 320ksc. cylinder test,M3,,,,,,,,,,,,,,44,44,1985,205,2190,96360
EXTERNAL,SUPERSTRUCTURE,BEAM,RC Beam,Formworks,M2,,,,,,,,,,,,,,303,303,160,200,360,109080
EXTERNAL,SUPERSTRUCTURE,BEAM,RC Beam,"Rebar SR24, 6mm dia.",Kg.,,,,,,,,,,,,,,0,0,24,5,29,0
EXTERNAL,SUPERSTRUCTURE,BEAM,RC Beam,"Rebar SR24, 9mm dia.",Kg.,,,,,,,,,,,,,,2084,2084,23,5,28,58352
EXTERNAL,SUPERSTRUCTURE,BEAM,RC Beam,"Rebar SD40, 10mm dia.",Kg.,,,,,,,,,,,,,,0,0,23,5,28,0
EXTERNAL,SUPERSTRUCTURE,BEAM,RC Beam,"Rebar SD40, 12mm dia.",Kg.,,,,,,,,,,,,,,1671,1671,22.5,4.5,27,45117
EXTERNAL,SUPERSTRUCTURE,BEAM,RC Beam,"Rebar SD40, 16mm dia.",Kg.,,,,,,,,,,,,,,1974,1974,22,4.5,26.5,52311
EXTERNAL,SUPERSTRUCTURE,BEAM,RC Beam,"Rebar SD50, 20mm dia. (SD 40)",Kg.,,,,,,,,,,,,,,4308,4308,22,4.5,26.5,114162
EXTERNAL,SUPERSTRUCTURE,BEAM,RC Beam,"Rebar SD50, 25mm dia.(SD 40)",Kg.,,,,,,,,,,,,,,0,0,22,4.5,26.5,0
EXTERNAL,SUPERSTRUCTURE,BEAM,RC Beam,"Rebar SD50, 28mm dia.(SD 40)",Kg.,,,,,,,,,,,,,,0,0,22,4.5,26.5,0
EXTERNAL,SUPERSTRUCTURE,BEAM,RC Beam,"Rebar SD50, 32mm dia.",Kg.,,,,,,,,,,,,,,0,0,22.5,4.5,27,0
EXTERNAL,SUPERSTRUCTURE,SLAB,RC Slab,Concrete 210ksc. cylinder test,M3,,,,,,,,,,,,,,0,0,0,0,0,0
EXTERNAL,SUPERSTRUCTURE,SLAB,RC Slab,Concrete 320ksc. cylinder test,M3,,,,,,,,,,,,,,81,81,1985,205,2190,177390
EXTERNAL,SUPERSTRUCTURE,SLAB,RC Slab,Formworks,M2,,,,,,,,,,,,,,315,315,160,200,360,113400
EXTERNAL,SUPERSTRUCTURE,SLAB,RC Slab,"Rebar SR24, 6mm dia.",Kg.,,,,,,,,,,,,,,0,0,24,5,29,0
EXTERNAL,SUPERSTRUCTURE,SLAB,RC Slab,"Rebar SR24, 9mm dia.",Kg.,,,,,,,,,,,,,,0,0,23,5,28,0
EXTERNAL,SUPERSTRUCTURE,SLAB,RC Slab,"Rebar SD40, 10mm dia.",Kg.,,,,,,,,,,,,,,0,0,23,5,28,0
EXTERNAL,SUPERSTRUCTURE,SLAB,RC Slab,"Rebar SD40, 12mm dia.",Kg.,,,,,,,,,,,,,,7166,7166,22.5,4.5,27,193482
EXTERNAL,SUPERSTRUCTURE,SLAB,RC Slab,"Rebar SD40, 16mm dia.",Kg.,,,,,,,,,,,,,,561,561,22,4.5,26.5,14866.5
EXTERNAL,SUPERSTRUCTURE,SLAB,RC Slab,"Rebar SD50, 20mm dia. (SD 40)",Kg.,,,,,,,,,,,,,,0,0,22,4.5,26.5,0
EXTERNAL,SUPERSTRUCTURE,SLAB,RC Slab,"Rebar SD50, 25mm dia.(SD 40)",Kg.,,,,,,,,,,,,,,0,0,22,4.5,26.5,0
EXTERNAL,SUPERSTRUCTURE,SLAB,RC Slab,"Rebar SD50, 28mm dia.(SD 40)",Kg.,,,,,,,,,,,,,,0,0,22,4.5,26.5,0
EXTERNAL,SUPERSTRUCTURE,SLAB,RC Slab,"Rebar SD50, 32mm dia.",Kg.,,,,,,,,,,,,,,0,0,22.5,4.5,27,0
EXTERNAL,SUPERSTRUCTURE,COLUMN,RC Column,Concrete 210ksc. cylinder test,M3,,,,,,,,,,,,,,0,0,1820,205,2025,0
EXTERNAL,SUPERSTRUCTURE,COLUMN,RC Column,Concrete 320ksc. cylinder test,M3,,,,,,,,,,,,,,13,13,1985,205,2190,28470
EXTERNAL,SUPERSTRUCTURE,COLUMN,RC Column,Formworks,M2,,,,,,,,,,,,,,257,257,160,200,360,92520
EXTERNAL,SUPERSTRUCTURE,COLUMN,RC Column,"Rebar SR24, 6mm dia.",Kg.,,,,,,,,,,,,,,0,0,24,5,29,0
EXTERNAL,SUPERSTRUCTURE,COLUMN,RC Column,"Rebar SR24, 9mm dia.",Kg.,,,,,,,,,,,,,,963,963,23,5,28,26964
EXTERNAL,SUPERSTRUCTURE,COLUMN,RC Column,"Rebar SD40, 10mm dia.",Kg.,,,,,,,,,,,,,,0,0,23,5,28,0
EXTERNAL,SUPERSTRUCTURE,COLUMN,RC Column,"Rebar SD40, 12mm dia.",Kg.,,,,,,,,,,,,,,0,0,22.5,4.5,27,0
EXTERNAL,SUPERSTRUCTURE,COLUMN,RC Column,"Rebar SD40, 16mm dia.",Kg.,,,,,,,,,,,,,,3002,3002,22,4.5,26.5,79553
EXTERNAL,SUPERSTRUCTURE,COLUMN,RC Column,"Rebar SD50, 20mm dia. (SD 40)",Kg.,,,,,,,,,,,,,,0,0,22,4.5,26.5,0
EXTERNAL,SUPERSTRUCTURE,COLUMN,RC Column,"Rebar SD50, 25mm dia.(SD 40)",Kg.,,,,,,,,,,,,,,0,0,22,4.5,26.5,0
EXTERNAL,SUPERSTRUCTURE,COLUMN,RC Column,"Rebar SD50, 28mm dia.(SD 40)",Kg.,,,,,,,,,,,,,,0,0,22,4.5,26.5,0
EXTERNAL,SUPERSTRUCTURE,COLUMN,RC Column,"Rebar SD50, 32mm dia.",Kg.,,,,,,,,,,,,,,0,0,22.5,4.5,27,0
