WBS_1,WBS_2,WBS_3,WBS_4,DESCRIPTION,UNIT,SUB,L1,1M,L2,L3,MC1,MC2,MC3,MC4,MC5,MC6,L4,L4M,External,QTY,MAT,LAB,TOTAL,AMOUNT
STRUCTURE,SUPERSTRUCTURE,BEAM,Post Tension Beam [PBxx],"Rebar SD50, 32mm dia.",KG.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,22.50,4.50,27.00,0.00
STRUCTURE,SUPERSTRUCTURE,SLAB,RC Slab,Excavation.,M3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,115.00,115.00,0.00
STRUCTURE,SUPERSTRUCTURE,SLAB,RC Slab,Compacted soil,M2,0.00,2002.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,2002.00,0.00,40.00,40.00,80080.00
STRUCTURE,SUPERSTRUCTURE,SLAB,RC Slab,Compacted sand,M2,0.00,2002.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,2002.00,95.00,15.00,110.00,220220.00
STRUCTURE,SUPERSTRUCTURE,SLAB,RC Slab,"Lean concrete, 30mm thick",M2,0.00,2002.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,2002.00,165.00,75.00,240.00,480480.00
STRUCTURE,SUPERSTRUCTURE,SLAB,RC Slab,Sheet membrane waterproof ( PVC Sheet 0.15mm.),M2,0.00,2002.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,2002.00,25.00,10.00,35.00,70070.00
STRUCTURE,SUPERSTRUCTURE,SLAB,RC Slab,"Concrete 320ksc. cylinder test, Waterproof Mix",M3,0.00,406.00,136.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,509.00,64.00,,1115.00,2060.00,440.00,2500.00,2787500.00
STRUCTURE,SUPERSTRUCTURE,SLAB,RC Slab,Formworks,M2,0.00,412.00,882.00,310.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1722.00,289.00,,3615.00,350.00,220.00,570.00,2060550.00
STRUCTURE,SUPERSTRUCTURE,SLAB,RC Slab,"Rebar SR24, 6mm dia.",KG.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,24.00,5.50,29.50,0.00
STRUCTURE,SUPERSTRUCTURE,SLAB,RC Slab,"Rebar SR24, 9mm dia.",KG.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,23.00,5.50,28.50,0.00
STRUCTURE,SUPERSTRUCTURE,SLAB,RC Slab,"Rebar SD40, 10mm dia.",KG.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,23.00,5.50,28.50,0.00
STRUCTURE,SUPERSTRUCTURE,SLAB,RC Slab,"Rebar SD40, 12mm dia.",KG.,0.00,12923.00,8563.00,5132.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2421.00,6206.00,,35245.00,22.50,5.00,27.50,969237.50
STRUCTURE,SUPERSTRUCTURE,SLAB,RC Slab,"Rebar SD40, 16mm dia.",KG.,0.00,45956.00,19539.00,3158.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62691.00,336.00,,131680.00,22.00,5.00,27.00,3555360.00
STRUCTURE,SUPERSTRUCTURE,SLAB,RC Slab,"Rebar SD50, 20mm dia.(SD40)",KG.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1731.00,0.00,,1731.00,22.00,4.50,26.50,45871.50
STRUCTURE,SUPERSTRUCTURE,SLAB,RC Slab,"Rebar SD50, 25mm dia.(SD40)",KG.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4379.00,0.00,,4379.00,22.00,4.50,26.50,116043.50
STRUCTURE,SUPERSTRUCTURE,SLAB,RC Slab,"Rebar SD50, 28mm dia.(SD40)",KG.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,22.00,4.50,26.50,0.00
STRUCTURE,SUPERSTRUCTURE,SLAB,RC Slab,"Rebar SD50, 32mm dia.",KG.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,22.50,4.50,27.00,0.00
STRUCTURE,SUPERSTRUCTURE,SLAB,Post-Tension Slab,Concrete 320ksc. cylinder test,M3,0.00,0.00,0.00,443.00,293.00,446.00,446.00,446.00,446.00,446.00,477.00,0.00,0.00,,3443.00,2290.00,440.00,2730.00,9399390.00
STRUCTURE,SUPERSTRUCTURE,SLAB,Post-Tension Slab,Formworks,M2,0.00,0.00,0.00,1808.00,1176.00,1766.00,1766.00,1766.00,1766.00,1766.00,1764.00,0.00,0.00,,13578.00,350.00,220.00,570.00,7739460.00
STRUCTURE,SUPERSTRUCTURE,SLAB,Post-Tension Slab,"Rebar SR24, 6mm dia.",Kg.,0.00,0.00,0.00,29.00,29.00,29.00,29.00,29.00,29.00,29.00,29.00,0.00,0.00,,232.00,24.00,5.50,29.50,6844.00
STRUCTURE,SUPERSTRUCTURE,SLAB,Post-Tension Slab,"Rebar SR24, 9mm dia.",Kg.,0.00,0.00,0.00,694.00,381.00,728.00,728.00,728.00,728.00,728.00,728.00,0.00,0.00,,5443.00,23.00,5.50,28.50,155125.50
STRUCTURE,SUPERSTRUCTURE,SLAB,Post-Tension Slab,"Rebar SD40, 10mm dia.",Kg.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,23.00,5.50,28.50,0.00
STRUCTURE,SUPERSTRUCTURE,SLAB,Post-Tension Slab,"Rebar SD40, 12mm dia.",Kg.,0.00,0.00,0.00,15028.00,11201.00,19726.00,19726.00,19726.00,19726.00,19726.00,20551.00,0.00,0.00,,145410.00,22.50,5.00,27.50,3998775.00
STRUCTURE,SUPERSTRUCTURE,SLAB,Post-Tension Slab,"Rebar SD40, 16mm dia.",Kg.,0.00,0.00,0.00,5384.00,4999.00,6937.00,6937.00,6937.00,6937.00,6937.00,6937.00,0.00,0.00,,52005.00,22.00,5.00,27.00,1404135.00
STRUCTURE,SUPERSTRUCTURE,SLAB,Post-Tension Slab,"Rebar SD50, 20mm dia.(SD40)",Kg.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,22.00,4.50,26.50,0.00
STRUCTURE,SUPERSTRUCTURE,SLAB,Post-Tension Slab,"Rebar SD50, 25mm dia.(SD40)",Kg.,0.00,0.00,0.00,2274.00,1583.00,2960.00,2960.00,2960.00,2960.00,2960.00,2960.00,0.00,0.00,,21617.00,22.00,4.50,26.50,572850.50
STRUCTURE,SUPERSTRUCTURE,SLAB,Post-Tension Slab,"Rebar SD50, 28mm dia.(SD40)",Kg.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,22.00,4.50,26.50,0.00
STRUCTURE,SUPERSTRUCTURE,SLAB,Post-Tension Slab,"Rebar SD50, 32mm dia.",Kg.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,22.50,4.50,27.00,0.00
STRUCTURE,SUPERSTRUCTURE,SLAB,Post-Tension Slab,Post-tension slab & beam,M2,0.00,0.00,0.00,1626.00,1101.00,1648.00,1648.00,1648.00,1648.00,1648.00,1285.00,0.00,0.00,,12252.00,500.00,0.00,500.00,6126000.00
STRUCTURE,SUPERSTRUCTURE,SLAB,Additional Items,Concrete 320ksc. cylinder test,M3,0.00,104.00,88.00,88.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,509.00,64.00,,853.00,2060.00,440.00,2500.00,2132500.00
STRUCTURE,SUPERSTRUCTURE,"COLUMN, LOAD BEARING & SHEAR WALL",RC Column [Cxx],Concrete 500ksc. cylinder test,M3,0.00,210.00,248.00,118.00,111.00,107.00,76.00,92.00,107.00,86.00,168.00,118.00,118.00,,1559.00,2520.00,265.00,2785.00,4341815.00
STRUCTURE,SUPERSTRUCTURE,"COLUMN, LOAD BEARING & SHEAR WALL",RC Column [Cxx],Formworks,M2,0.00,750.00,894.00,430.00,396.00,383.00,284.00,329.00,383.00,306.00,565.00,425.00,425.00,,5570.00,195.00,260.00,455.00,2534350.00
STRUCTURE,SUPERSTRUCTURE,"COLUMN, LOAD BEARING & SHEAR WALL",RC Column [Cxx],"Rebar SR24, 6mm dia.",KG.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,24.00,5.50,29.50,0.00
STRUCTURE,SUPERSTRUCTURE,"COLUMN, LOAD BEARING & SHEAR WALL",RC Column [Cxx],"Rebar SR24, 9mm dia.",KG.,0.00,1876.00,2167.00,1086.00,1033.00,1029.00,883.00,931.00,960.00,888.00,1727.00,1067.00,1067.00,,14714.00,23.00,5.50,28.50,419349.00
STRUCTURE,SUPERSTRUCTURE,"COLUMN, LOAD BEARING & SHEAR WALL",RC Column [Cxx],"Rebar SD40, 10mm dia.",KG.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,23.00,5.50,28.50,0.00
STRUCTURE,SUPERSTRUCTURE,"COLUMN, LOAD BEARING & SHEAR WALL",RC Column [Cxx],"Rebar SD40, 12mm dia.",KG.,0.00,4317.00,5120.00,2734.00,2453.00,2386.00,1960.00,2087.00,2468.00,1940.00,4158.00,2018.00,2018.00,,33659.00,22.50,5.00,27.50,925622.50
STRUCTURE,SUPERSTRUCTURE,"COLUMN, LOAD BEARING & SHEAR WALL",RC Column [Cxx],"Rebar SD40, 16mm dia.",KG.,0.00,3258.00,4013.00,1988.00,1616.00,1566.00,1298.00,1385.00,1566.00,1298.00,1897.00,3057.00,3057.00,,25999.00,22.00,5.00,27.00,701973.00
STRUCTURE,SUPERSTRUCTURE,"COLUMN, LOAD BEARING & SHEAR WALL",RC Column [Cxx],"Rebar SD50, 20mm dia.",KG.,0.00,5618.00,6470.00,4435.00,4937.00,4801.00,4031.00,4257.00,4801.00,4483.00,8606.00,5724.00,5724.00,,63887.00,22.50,4.50,27.00,1724949.00
STRUCTURE,SUPERSTRUCTURE,"COLUMN, LOAD BEARING & SHEAR WALL",RC Column [Cxx],"Rebar SD50, 25mm dia.",KG.,0.00,11006.00,12634.00,9508.00,9283.00,8994.00,7616.00,8021.00,8994.00,6896.00,12413.00,5408.00,5408.00,,106181.00,22.50,4.50,27.00,2866887.00
STRUCTURE,SUPERSTRUCTURE,"COLUMN, LOAD BEARING & SHEAR WALL",RC Column [Cxx],"Rebar SD50, 28mm dia.",KG.,0.00,22276.00,28130.00,10258.00,7489.00,7296.00,6201.00,6523.00,7296.00,6201.00,13218.00,12358.00,12358.00,,139604.00,22.50,4.50,27.00,3769308.00
STRUCTURE,SUPERSTRUCTURE,"COLUMN, LOAD BEARING & SHEAR WALL",RC Column [Cxx],"Rebar SD50, 32mm dia.",KG.,0.00,8827.00,10086.00,3448.00,3355.00,3271.00,2797.00,2937.00,3271.00,2797.00,8178.00,4447.00,4447.00,,57861.00,22.50,4.50,27.00,1562247.00
STRUCTURE,SUPERSTRUCTURE,"COLUMN, LOAD BEARING & SHEAR WALL",RC Shear Wall [SWxx],Concrete 500ksc. cylinder test,M3,0.00,171.00,202.00,86.00,95.00,95.00,95.00,95.00,95.00,95.00,95.00,94.00,94.00,,1312.00,2520.00,265.00,2785.00,3653920.00
STRUCTURE,SUPERSTRUCTURE,"COLUMN, LOAD BEARING & SHEAR WALL",RC Shear Wall [SWxx],Formworks,M2,0.00,1017.00,1187.00,540.00,540.00,540.00,540.00,540.00,540.00,540.00,540.00,561.00,561.00,,7646.00,210.00,260.00,470.00,3593620.00
STRUCTURE,SUPERSTRUCTURE,"COLUMN, LOAD BEARING & SHEAR WALL",RC Shear Wall [SWxx],"Rebar SR24, 6mm dia.",KG.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,24.00,5.50,29.50,0.00
STRUCTURE,SUPERSTRUCTURE,"COLUMN, LOAD BEARING & SHEAR WALL",RC Shear Wall [SWxx],"Rebar SR24, 9mm dia.",KG.,0.00,1227.00,1430.00,688.00,614.00,614.00,614.00,614.00,614.00,614.00,614.00,622.00,622.00,,8887.00,23.00,5.50,28.50,253279.50
STRUCTURE,SUPERSTRUCTURE,"COLUMN, LOAD BEARING & SHEAR WALL",RC Shear Wall [SWxx],"Rebar SD40, 10mm dia.",KG.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,23.00,5.50,28.50,0.00
STRUCTURE,SUPERSTRUCTURE,"COLUMN, LOAD BEARING & SHEAR WALL",RC Shear Wall [SWxx],"Rebar SD40, 12mm dia.",KG.,0.00,7074.00,8164.00,3928.00,3654.00,3654.00,3654.00,3654.00,3654.00,3654.00,3654.00,3918.00,3918.00,,52580.00,22.50,5.00,27.50,1445950.00
STRUCTURE,SUPERSTRUCTURE,"COLUMN, LOAD BEARING & SHEAR WALL",RC Shear Wall [SWxx],"Rebar SD40, 16mm dia.",KG.,0.00,3071.00,3549.00,1903.00,1787.00,1787.00,1787.00,1787.00,1787.00,1787.00,1787.00,2061.00,2061.00,,25154.00,22.00,5.00,27.00,679158.00
STRUCTURE,SUPERSTRUCTURE,"COLUMN, LOAD BEARING & SHEAR WALL",RC Shear Wall [SWxx],"Rebar SD50, 20mm dia.",KG.,0.00,5162.00,5966.00,2256.00,2252.00,2252.00,2252.00,2252.00,2252.00,2252.00,2252.00,2605.00,2605.00,,34358.00,22.50,4.50,27.00,927666.00
STRUCTURE,SUPERSTRUCTURE,"COLUMN, LOAD BEARING & SHEAR WALL",RC Shear Wall [SWxx],"Rebar SD50, 25mm dia.",KG.,0.00,13891.00,15917.00,6905.00,5951.00,5951.00,5951.00,5951.00,5951.00,5951.00,5951.00,5426.00,5426.00,,89222.00,22.50,4.50,27.00,2408994.00
STRUCTURE,SUPERSTRUCTURE,"COLUMN, LOAD BEARING & SHEAR WALL",RC Shear Wall [SWxx],"Rebar SD50, 28mm dia.",KG.,0.00,2911.00,2971.00,624.00,520.00,520.00,520.00,520.00,520.00,520.00,520.00,0.00,0.00,,10146.00,22.50,4.50,27.00,273942.00
STRUCTURE,SUPERSTRUCTURE,"COLUMN, LOAD BEARING & SHEAR WALL",RC Shear Wall [SWxx],"Rebar SD50, 32mm dia.",KG.,0.00,813.00,912.00,540.00,342.00,342.00,342.00,342.00,342.00,342.00,342.00,465.00,465.00,,5589.00,22.50,4.50,27.00,150903.00
STRUCTURE,SUPERSTRUCTURE,WATER RETAINING & NON LOAD BEARING WALL,RC Retaining Wall (WWAx),Concrete 320ksc. cylinder test,M3,,,,,,,,,,,,,,,0.00,2060.00,265.00,2325.00,0.00
STRUCTURE,SUPERSTRUCTURE,WATER RETAINING & NON LOAD BEARING WALL,RC Retaining Wall (WWAx),Formworks,M2,,,,,,,,,,,,,,,0.00,210.00,260.00,470.00,0.00
STRUCTURE,SUPERSTRUCTURE,WATER RETAINING & NON LOAD BEARING WALL,RC Retaining Wall (WWAx),"Rebar SR24, 6mm dia.",KG.,,,,,,,,,,,,,,,0.00,24.00,5.50,29.50,0.00
STRUCTURE,SUPERSTRUCTURE,WATER RETAINING & NON LOAD BEARING WALL,RC Retaining Wall (WWAx),"Rebar SR24, 9mm dia.",KG.,,,,,,,,,,,,,,,0.00,23.00,5.50,28.50,0.00
STRUCTURE,SUPERSTRUCTURE,WATER RETAINING & NON LOAD BEARING WALL,RC Retaining Wall (WWAx),"Rebar SD40, 10mm dia.",KG.,,,,,,,,,,,,,,,0.00,23.00,5.50,28.50,0.00
STRUCTURE,SUPERSTRUCTURE,WATER RETAINING & NON LOAD BEARING WALL,RC Retaining Wall (WWAx),"Rebar SD40, 12mm dia.",KG.,,,,,,,,,,,,,,,0.00,22.50,5.00,27.50,0.00
STRUCTURE,SUPERSTRUCTURE,WATER RETAINING & NON LOAD BEARING WALL,RC Retaining Wall (WWAx),"Rebar SD40, 16mm dia.",KG.,,,,,,,,,,,,,,,0.00,22.00,5.00,27.00,0.00
STRUCTURE,SUPERSTRUCTURE,WATER RETAINING & NON LOAD BEARING WALL,RC Retaining Wall (WWAx),"Rebar SD50, 20mm dia.",KG.,,,,,,,,,,,,,,,0.00,22.50,4.50,27.00,0.00
STRUCTURE,SUPERSTRUCTURE,WATER RETAINING & NON LOAD BEARING WALL,RC Retaining Wall (WWAx),"Rebar SD50, 25mm dia.",KG.,,,,,,,,,,,,,,,0.00,22.50,4.50,27.00,0.00
STRUCTURE,SUPERSTRUCTURE,WATER RETAINING & NON LOAD BEARING WALL,RC Retaining Wall (WWAx),"Rebar SD50, 28mm dia.",KG.,,,,,,,,,,,,,,,0.00,22.50,4.50,27.00,0.00
STRUCTURE,SUPERSTRUCTURE,WATER RETAINING & NON LOAD BEARING WALL,RC Retaining Wall (WWAx),"Rebar SD50, 32mm dia.",KG.,,,,,,,,,,,,,,,0.00,22.50,4.50,27.00,0.00
STRUCTURE,SUPERSTRUCTURE,WATER RETAINING & NON LOAD BEARING WALL,Miscellaneous,Sheet membrane waterproof,M2,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00
STRUCTURE,SUPERSTRUCTURE,WATER RETAINING & NON LOAD BEARING WALL,Miscellaneous,"Water Stope 8""",M,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00
STRUCTURE,SUPERSTRUCTURE,STAIRCASE,RC Staircase [STxx],Concrete 320ksc. cylinder test,M3,2.00,28.00,32.00,7.00,6.00,6.00,6.00,6.00,6.00,7.00,17.00,10.00,10.00,,143.00,1985.00,550.00,2535.00,362505.00
STRUCTURE,SUPERSTRUCTURE,STAIRCASE,RC Staircase [STxx],Formworks,M2,15.00,200.00,210.00,54.00,44.00,44.00,44.00,44.00,44.00,56.00,112.00,63.00,63.00,,993.00,235.00,325.00,560.00,556080.00
STRUCTURE,SUPERSTRUCTURE,STAIRCASE,RC Staircase [STxx],"Stair_Rebar SR24, 6mm dia.",KG.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,24.00,5.50,29.50,0.00
STRUCTURE,SUPERSTRUCTURE,STAIRCASE,RC Staircase [STxx],"Stair_Rebar SR24, 9mm dia.",KG.,28.00,311.00,182.00,123.00,107.00,107.00,107.00,107.00,107.00,139.00,257.00,125.00,125.00,,1825.00,23.00,5.50,28.50,52012.50
STRUCTURE,SUPERSTRUCTURE,STAIRCASE,RC Staircase [STxx],"Stair_Rebar SD40, 10mm dia.",KG.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,23.00,5.50,28.50,0.00
STRUCTURE,SUPERSTRUCTURE,STAIRCASE,RC Staircase [STxx],"Stair_Rebar SD40, 12mm dia.",KG.,84.00,1973.00,2542.00,650.00,537.00,537.00,537.00,537.00,537.00,662.00,1099.00,609.00,609.00,,10913.00,22.50,5.00,27.50,300107.50
STRUCTURE,SUPERSTRUCTURE,STAIRCASE,RC Staircase [STxx],"Stair_Rebar SD40, 16mm dia.",KG.,75.00,1650.00,1290.00,195.00,195.00,195.00,195.00,195.00,195.00,214.00,900.00,610.00,610.00,,6519.00,22.00,5.00,27.00,176013.00
STRUCTURE,SUPERSTRUCTURE,STAIRCASE,RC Staircase [STxx],"Stair_Rebar SD50, 20mm dia.(SD40)",KG.,0.00,52.00,601.00,57.00,57.00,57.00,57.00,57.00,57.00,75.00,127.00,68.00,68.00,,1333.00,22.00,4.50,26.50,35324.50
STRUCTURE,SUPERSTRUCTURE,STAIRCASE,RC Staircase [STxx],"Stair_Rebar SD50, 25mm dia.(SD40)",KG.,0.00,0.00,894.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,894.00,22.00,4.50,26.50,23691.00
STRUCTURE,SUPERSTRUCTURE,STAIRCASE,RC Staircase [STxx],"Stair_Rebar SD50, 28mm dia.(SD40)",KG.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,22.00,4.50,26.50,0.00
STRUCTURE,SUPERSTRUCTURE,STAIRCASE,RC Staircase [STxx],"Stair_Rebar SD50, 32mm dia.",KG.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,22.50,4.50,27.00,0.00
STRUCTURE,SUPERSTRUCTURE,ROOF FRAME,Additional Items,Allowance for Steel structure @ Canopy roof(Provisional),Item,,,1.00,,,,,,,,,,,,1.00,4000000.00,0.00,4000000.00,4000000.00
STRUCTURE,SUPERSTRUCTURE,Steel Structure,Canopy,WF-500x200x10x16 mm. (89.6 kg/m),Kg,,,,,,,,,,,,,,,1290.00,64.50,22.00,86.50,111585.00
STRUCTURE,SUPERSTRUCTURE,Steel Structure,Canopy,WF-300x200x8x12 mm. (56.8 kg/m),Kg,,,,,,,,,,,,,,,3120.00,64.50,22.00,86.50,269880.00
STRUCTURE,SUPERSTRUCTURE,Steel Structure,Canopy,WF-200x100x5.5x8 mm. (21.3 kg/m),Kg,,,,,,,,,,,,,,,430.00,64.50,22.00,86.50,37195.00
STRUCTURE,SUPERSTRUCTURE,Steel Structure,Canopy,WF-150x75x5x7 mm. (14 kg/m),Kg,,,,,,,,,,,,,,,420.00,64.50,22.00,86.50,36330.00
STRUCTURE,SUPERSTRUCTURE,Steel Structure,Canopy,PL-10 mm. (81 kg/m2),Kg,,,,,,,,,,,,,,,1.00,56.00,22.00,78.00,78.00
STRUCTURE,SUPERSTRUCTURE,Steel Structure,Canopy,PL-15 mm. (122 kg/m2),Kg,,,,,,,,,,,,,,,100.00,56.00,22.00,78.00,7800.00
STRUCTURE,SUPERSTRUCTURE,Steel Structure,Canopy,Dowel DB16 (L=1.80m),Ea,,,,,,,,,,,,,,,6.00,87.50,65.00,152.50,915.00
STRUCTURE,SUPERSTRUCTURE,Steel Structure,Canopy,Dowel DB12 (L=1.13m),Ea,,,,,,,,,,,,,,,9.00,29.50,22.00,51.50,463.50
STRUCTURE,SUPERSTRUCTURE,Steel Structure,Canopy,Antirust Paint,m2,,,,,,,,,,,,,,,140.00,28.00,22.00,50.00,7000.00
STRUCTURE,SUPERSTRUCTURE,Steel Structure,Canopy,Enamel Paint,m2,,,,,,,,,,,,,,,140.00,55.50,43.50,99.00,13860.00
STRUCTURE,SUPERSTRUCTURE,Steel Structure,Canopy,Fireproof,m2,,,,,,,,,,,,,,,140.00,175.00,43.50,218.50,30590.00
STRUCTURE,SUPERSTRUCTURE,Steel Structure,Canopy,Wire Brush,m2,,,,,,,,,,,,,,,140.00,0.00,29.00,29.00,4060.00
STRUCTURE,SUPERSTRUCTURE,Steel Structure,Canopy,Dia.60mm Stainless Coupler,ea,,,,,,,,,,,,,,,6.00,816.50,144.00,960.50,5763.00
STRUCTURE,SUPERSTRUCTURE,Steel Structure,Canopy,Dia.30mm Stainless Steel rod,m,,,,,,,,,,,,,,,140.00,1749.00,287.50,2036.50,285110.00
STRUCTURE,SUPERSTRUCTURE,Steel Structure,Canopy,20mm.thk GMS Plate with Hole,ea,,,,,,,,,,,,,,,12.00,175.00,144.00,319.00,3828.00
STRUCTURE,SUPERSTRUCTURE,Steel Structure,Canopy,Pin Dia.30mm,ea,,,,,,,,,,,,,,,12.00,350.00,287.50,637.50,7650.00
STRUCTURE,SUPERSTRUCTURE,Steel Structure,Canopy,10mm.thk Stainless Plate,ea,,,,,,,,,,,,,,,24.00,583.00,144.00,727.00,17448.00
STRUCTURE,SUPERSTRUCTURE,Steel Structure,Façade Support),WF-300x150x5.5x8 mm. (32 kg/m),Kg,,,,,,,,,,,,,,,4900.00,35.00,22.00,57.00,279300.00
STRUCTURE,SUPERSTRUCTURE,Steel Structure,Façade Support),PL-12 mm. (97 kg/m2),Kg,,,,,,,,,,,,,,,250.00,29.50,22.00,51.50,12875.00
STRUCTURE,SUPERSTRUCTURE,Steel Structure,Façade Support),Dowel DB16 (L=1.90m),Ea,,,,,,,,,,,,,,,74.00,87.50,65.00,152.50,11285.00
STRUCTURE,SUPERSTRUCTURE,Steel Structure,Façade Support),Antirust Paint,m2,,,,,,,,,,,,,,,190.00,28.00,22.00,50.00,9500.00
STRUCTURE,SUPERSTRUCTURE,Steel Structure,Façade Support),Enamel Paint,m2,,,,,,,,,,,,,,,190.00,55.50,43.50,99.00,18810.00
STRUCTURE,SUPERSTRUCTURE,Steel Structure,Façade Support),Fireproof,m2,,,,,,,,,,,,,,,190.00,175.00,43.50,218.50,41515.00
STRUCTURE,SUPERSTRUCTURE,Steel Structure,Façade Support),Wire Brush,m2,,,,,,,,,,,,,,,190.00,0.00,29.00,29.00,5510.00
STRUCTURE,SUPERSTRUCTURE,Steel Structure,Roof Stack,H-150x150x7x10 mm. (31.5 kg/m),Kg,,,,,,,,,,,,,,,37590.00,35.00,22.00,57.00,2142630.00
STRUCTURE,SUPERSTRUCTURE,Steel Structure,Roof Stack,WF-200x100x5.5x8 mm. (21.3 kg/m),Kg,,,,,,,,,,,,,,,24300.00,35.00,22.00,57.00,1385100.00
STRUCTURE,SUPERSTRUCTURE,Steel Structure,Roof Stack,PL-25 mm. (203 kg/m2),Kg,,,,,,,,,,,,,,,10100.00,30.50,22.00,52.50,530250.00
STRUCTURE,SUPERSTRUCTURE,Steel Structure,Roof Stack,PL-10 mm. (81 kg/m2),Kg,,,,,,,,,,,,,,,6710.00,30.50,22.00,52.50,352275.00
STRUCTURE,SUPERSTRUCTURE,Steel Structure,Roof Stack,M16 J-Bolt,Ea,,,,,,,,,,,,,,,5300.00,82.00,45.00,127.00,673100.00
STRUCTURE,SUPERSTRUCTURE,Steel Structure,Roof Stack,Non Shrink Grout (3cm),m2,,,,,,,,,,,,,,,50.00,1224.50,647.00,1871.50,93575.00
STRUCTURE,SUPERSTRUCTURE,Steel Structure,Roof Stack,Antirust Paint,m2,,,,,,,,,,,,,,,2170.00,28.00,22.00,50.00,108500.00
STRUCTURE,SUPERSTRUCTURE,Steel Structure,Roof Stack,Enamel Paint,m2,,,,,,,,,,,,,,,2170.00,55.50,43.50,99.00,214830.00
STRUCTURE,SUPERSTRUCTURE,Steel Structure,Roof Stack,Fireproof,m2,,,,,,,,,,,,,,,2170.00,175.00,72.00,247.00,535990.00
STRUCTURE,SUPERSTRUCTURE,Steel Structure,Roof Stack,Wire Brush,m2,,,,,,,,,,,,,,,2170.00,0.00,29.00,29.00,62930.00
ARCHITECTURE,PARTITIONS & DOORS,PARTITIONS,Fixed Partitions,70mm thick Thai brick wall including concrete siffener.,M2,0,12,22,28,10,9,7,8,9,7,15,0,0,,127,225,285,510,64770
ARCHITECTURE,PARTITIONS & DOORS,PARTITIONS,Fixed Partitions,140mm thick Thai brick wall including concrete siffener.,M2,0,219,57,58,30,35,28,30,35,28,266,75,79,,940,445,480,925,869500
ARCHITECTURE,PARTITIONS & DOORS,PARTITIONS,Fixed Partitions,70mm thick concrete block including concrete stiffener.   (Autoclave aerated Block 75 mm.Thk.),M2,0,65,32,14,5,3,2,2,3,2,48,238,74,,488,340,190,530,258640
